district,latitude,longitude,predicted_risk,risk_level
Salem,11.6643,78.146,96.71229,Critical
Ahmedabad,23.0225,72.5714,7.816798,Low
Ahmedabad,23.0225,72.5714,98.56815,Critical
Sundargarh,22.1167,84.0333,2.8455703,Low
Bharuch,21.7051,72.9959,5.116114,Low
Gautam Buddha Nagar,28.5355,77.391,95.35586,Critical
Kutch,23.7337,69.8597,2.3944216,Low
Jajpur,20.85,86.333,1.6233487,Low
Kanchipuram,12.8342,79.7036,95.93915,Critical
Kutch,23.7337,69.8597,2.4602008,Low
Belagavi,15.8497,74.4977,7.11382,Low
Ballari,15.1394,76.9214,22.545168,Low
Bengaluru Urban,12.9716,77.5946,6.0809307,Low
Salem,11.6643,78.146,96.37285,Critical
Pune,18.5204,73.8567,2.548803,Low
Tumakuru,13.3409,77.101,95.02019,Critical
Belagavi,15.8497,74.4977,86.19623,Critical
Nagpur,21.1458,79.0882,95.088646,Critical
Tiruvallur,13.1439,79.9089,1.186628,Low
Mysuru,12.2958,76.6394,1.6211653,Low
Angul,20.8444,85.1511,99.77755,Critical
Salem,11.6643,78.146,74.995834,High
Belagavi,15.8497,74.4977,2.3077533,Low
Ballari,15.1394,76.9214,59.045315,Medium
Thane,19.2183,72.9781,12.343905,Low
Angul,20.8444,85.1511,2.4492707,Low
Madurai,9.9252,78.1198,1.3709354,Low
Bharuch,21.7051,72.9959,4.0900073,Low
Agra,27.1767,78.0081,99.243065,Critical
Angul,20.8444,85.1511,90.356514,Critical
Bharuch,21.7051,72.9959,1.6590416,Low
Jajpur,20.85,86.333,93.54663,Critical
Bharuch,21.7051,72.9959,5.520263,Low
Surat,21.1702,72.8311,79.83171,High
Khordha,20.1734,85.6745,24.61876,Low
Thane,19.2183,72.9781,1.4387596,Low
Angul,20.8444,85.1511,2.8889022,Low
Sundargarh,22.1167,84.0333,98.33828,Critical
Ahmedabad,23.0225,72.5714,90.98364,Critical
Gautam Buddha Nagar,28.5355,77.391,1.6494153,Low
Surat,21.1702,72.8311,0.7360124,Low
Ballari,15.1394,76.9214,96.054886,Critical
Sambalpur,21.4669,83.9812,78.65176,High
Kanchipuram,12.8342,79.7036,66.96705,High
Sambalpur,21.4669,83.9812,95.68003,Critical
Aurangabad,19.8762,75.3433,98.73412,Critical
Madurai,9.9252,78.1198,82.80331,Critical
Ahmedabad,23.0225,72.5714,16.668545,Low
Aurangabad,19.8762,75.3433,11.838421,Low
Angul,20.8444,85.1511,27.190144,Low
Ahmedabad,23.0225,72.5714,98.97044,Critical
Surat,21.1702,72.8311,2.427669,Low
Ballari,15.1394,76.9214,1.4395312,Low
Mysuru,12.2958,76.6394,1.9051284,Low
Gautam Buddha Nagar,28.5355,77.391,93.51751,Critical
Belagavi,15.8497,74.4977,3.2894573,Low
Salem,11.6643,78.146,27.765078,Low
Surat,21.1702,72.8311,1.5762383,Low
Ballari,15.1394,76.9214,84.28501,Critical
Agra,27.1767,78.0081,9.606843,Low
Sambalpur,21.4669,83.9812,15.120106,Low
Coimbatore,11.0168,76.9558,22.496885,Low
Bengaluru Urban,12.9716,77.5946,1.2443259,Low
Bharuch,21.7051,72.9959,1.1704404,Low
Jajpur,20.85,86.333,8.378871,Low
Surat,21.1702,72.8311,90.53482,Critical
Sambalpur,21.4669,83.9812,10.965018,Low
Coimbatore,11.0168,76.9558,6.238147,Low
Bharuch,21.7051,72.9959,9.079281,Low
Belagavi,15.8497,74.4977,90.73557,Critical
Mysuru,12.2958,76.6394,29.2761,Low
Prayagraj,25.4358,81.8463,20.463018,Low
Khordha,20.1734,85.6745,2.1778364,Low
Gautam Buddha Nagar,28.5355,77.391,1.3155894,Low
Nagpur,21.1458,79.0882,1.4338984,Low
Mysuru,12.2958,76.6394,15.009056,Low
Khordha,20.1734,85.6745,95.07434,Critical
Tiruvallur,13.1439,79.9089,0.9541114,Low
Prayagraj,25.4358,81.8463,82.15521,Critical
Coimbatore,11.0168,76.9558,99.68919,Critical
Tiruvallur,13.1439,79.9089,3.4027503,Low
Coimbatore,11.0168,76.9558,21.730293,Low
Agra,27.1767,78.0081,8.52469,Low
Nashik,19.9975,73.7898,12.647057,Low
Prayagraj,25.4358,81.8463,98.67286,Critical
Surat,21.1702,72.8311,31.217209,Low
Tumakuru,13.3409,77.101,98.12345,Critical
Agra,27.1767,78.0081,85.017944,Critical
Agra,27.1767,78.0081,10.201779,Low
Pune,18.5204,73.8567,96.75611,Critical
Surat,21.1702,72.8311,7.7212586,Low
Lucknow,26.8467,80.9462,3.4430032,Low
Ballari,15.1394,76.9214,91.66459,Critical
Tumakuru,13.3409,77.101,96.24747,Critical
Prayagraj,25.4358,81.8463,15.047585,Low
Salem,11.6643,78.146,1.632362,Low
Salem,11.6643,78.146,88.42893,Critical
Surat,21.1702,72.8311,6.4301305,Low
Bengaluru Urban,12.9716,77.5946,82.80524,Critical
Salem,11.6643,78.146,2.6649055,Low
Mysuru,12.2958,76.6394,88.06497,Critical
Bharuch,21.7051,72.9959,2.110055,Low
Bharuch,21.7051,72.9959,67.72653,High
Kanchipuram,12.8342,79.7036,87.053116,Critical
Lucknow,26.8467,80.9462,86.07982,Critical
Sambalpur,21.4669,83.9812,1.2421199,Low
Aurangabad,19.8762,75.3433,14.230373,Low
Sundargarh,22.1167,84.0333,62.82335,Medium
Khordha,20.1734,85.6745,14.337392,Low
Tumakuru,13.3409,77.101,73.108025,High
Bharuch,21.7051,72.9959,94.75597,Critical
Bengaluru Urban,12.9716,77.5946,83.37316,Critical
Kanchipuram,12.8342,79.7036,97.90077,Critical
Thane,19.2183,72.9781,0.6457815,Low
Coimbatore,11.0168,76.9558,2.5745466,Low
Varanasi,25.3176,82.9739,31.711365,Low
Nagpur,21.1458,79.0882,98.49213,Critical
Mysuru,12.2958,76.6394,11.473061,Low
Mysuru,12.2958,76.6394,12.721814,Low
Salem,11.6643,78.146,1.714417,Low
Belagavi,15.8497,74.4977,88.99469,Critical
Tumakuru,13.3409,77.101,97.793785,Critical
Sundargarh,22.1167,84.0333,99.3295,Critical
Gautam Buddha Nagar,28.5355,77.391,99.070274,Critical
Sambalpur,21.4669,83.9812,2.3535683,Low
Ballari,15.1394,76.9214,18.57386,Low
Surat,21.1702,72.8311,0.6925606,Low
Angul,20.8444,85.1511,39.56846,Low
Mysuru,12.2958,76.6394,93.63131,Critical
Belagavi,15.8497,74.4977,84.87981,Critical
Varanasi,25.3176,82.9739,73.026,High
Tiruvallur,13.1439,79.9089,97.659775,Critical
Nagpur,21.1458,79.0882,4.0315742,Low
Khordha,20.1734,85.6745,75.85357,High
Jajpur,20.85,86.333,88.3358,Critical
Khordha,20.1734,85.6745,93.03038,Critical
Ballari,15.1394,76.9214,11.809599,Low
Agra,27.1767,78.0081,99.406876,Critical
Mysuru,12.2958,76.6394,21.103073,Low
Tumakuru,13.3409,77.101,86.36635,Critical
Salem,11.6643,78.146,13.971853,Low
Bharuch,21.7051,72.9959,7.8259826,Low
Prayagraj,25.4358,81.8463,88.29284,Critical
Sundargarh,22.1167,84.0333,96.71144,Critical
Thane,19.2183,72.9781,5.833069,Low
Sambalpur,21.4669,83.9812,18.55157,Low
Ballari,15.1394,76.9214,87.11598,Critical
Lucknow,26.8467,80.9462,0.5778405,Low
Varanasi,25.3176,82.9739,91.794365,Critical
Lucknow,26.8467,80.9462,90.66148,Critical
Kutch,23.7337,69.8597,97.2928,Critical
Khordha,20.1734,85.6745,9.908137,Low
Vadodara,22.3072,73.1812,54.163273,Medium
Madurai,9.9252,78.1198,95.662346,Critical
Thane,19.2183,72.9781,5.788847,Low
Madurai,9.9252,78.1198,12.119868,Low
Belagavi,15.8497,74.4977,23.897871,Low
Kutch,23.7337,69.8597,2.7959044,Low
Bharuch,21.7051,72.9959,88.36122,Critical
Kanchipuram,12.8342,79.7036,7.059599,Low
Ballari,15.1394,76.9214,0.7562436,Low
Lucknow,26.8467,80.9462,15.340222,Low
Tumakuru,13.3409,77.101,1.7379043,Low
Sambalpur,21.4669,83.9812,19.652016,Low
Tiruvallur,13.1439,79.9089,5.0962553,Low
Ballari,15.1394,76.9214,74.15135,High
Varanasi,25.3176,82.9739,12.54246,Low
Mysuru,12.2958,76.6394,98.369255,Critical
Kutch,23.7337,69.8597,0.8452246,Low
Pune,18.5204,73.8567,85.85661,Critical
Bharuch,21.7051,72.9959,93.85308,Critical
Aurangabad,19.8762,75.3433,42.634144,Low
Bengaluru Urban,12.9716,77.5946,20.559753,Low
Sambalpur,21.4669,83.9812,18.510164,Low
Belagavi,15.8497,74.4977,0.98007107,Low
Lucknow,26.8467,80.9462,7.4847565,Low
Ballari,15.1394,76.9214,5.503783,Low
Nashik,19.9975,73.7898,1.4226699,Low
Kutch,23.7337,69.8597,97.0054,Critical
Sambalpur,21.4669,83.9812,2.938002,Low
Ballari,15.1394,76.9214,2.0572052,Low
Ballari,15.1394,76.9214,3.6550834,Low
Bharuch,21.7051,72.9959,94.11968,Critical
Jajpur,20.85,86.333,0.58165836,Low
Madurai,9.9252,78.1198,0.98519075,Low
Tumakuru,13.3409,77.101,79.33424,High
Ballari,15.1394,76.9214,3.92301,Low
Tiruvallur,13.1439,79.9089,10.189559,Low
Nagpur,21.1458,79.0882,2.5943582,Low
Aurangabad,19.8762,75.3433,1.5142578,Low
Prayagraj,25.4358,81.8463,0.632072,Low
Kutch,23.7337,69.8597,81.14554,Critical
Sambalpur,21.4669,83.9812,7.947147,Low
Bengaluru Urban,12.9716,77.5946,0.45667315,Low
Ballari,15.1394,76.9214,96.48917,Critical
Agra,27.1767,78.0081,5.717189,Low
Mysuru,12.2958,76.6394,95.05644,Critical
Ahmedabad,23.0225,72.5714,84.669914,Critical
Prayagraj,25.4358,81.8463,7.0111036,Low
Vadodara,22.3072,73.1812,97.61054,Critical
Prayagraj,25.4358,81.8463,9.798208,Low
Mysuru,12.2958,76.6394,87.87314,Critical
Varanasi,25.3176,82.9739,84.483864,Critical
Nagpur,21.1458,79.0882,42.317543,Low
Angul,20.8444,85.1511,99.33926,Critical
Ballari,15.1394,76.9214,98.37381,Critical
Kanchipuram,12.8342,79.7036,89.3783,Critical
Sambalpur,21.4669,83.9812,95.42918,Critical
Tumakuru,13.3409,77.101,94.682755,Critical
Angul,20.8444,85.1511,92.50653,Critical
Thane,19.2183,72.9781,89.1546,Critical
Sundargarh,22.1167,84.0333,32.776608,Low
Prayagraj,25.4358,81.8463,1.6083447,Low
Sambalpur,21.4669,83.9812,96.973206,Critical
Bengaluru Urban,12.9716,77.5946,16.522217,Low
Salem,11.6643,78.146,1.956406,Low
Salem,11.6643,78.146,9.972195,Low
Bharuch,21.7051,72.9959,11.334687,Low
Jajpur,20.85,86.333,6.421765,Low
Coimbatore,11.0168,76.9558,0.47712582,Low
Sambalpur,21.4669,83.9812,12.901981,Low
Kanchipuram,12.8342,79.7036,9.90378,Low
Khordha,20.1734,85.6745,1.2343847,Low
Tumakuru,13.3409,77.101,27.03323,Low
Khordha,20.1734,85.6745,99.36362,Critical
Tumakuru,13.3409,77.101,98.78103,Critical
Ballari,15.1394,76.9214,2.6276636,Low
Ahmedabad,23.0225,72.5714,1.5421113,Low
Salem,11.6643,78.146,94.650826,Critical
Prayagraj,25.4358,81.8463,23.688437,Low
Ballari,15.1394,76.9214,0.7048367,Low
Salem,11.6643,78.146,5.3135047,Low
Thane,19.2183,72.9781,4.162919,Low
Sundargarh,22.1167,84.0333,20.782528,Low
Aurangabad,19.8762,75.3433,23.52959,Low
Angul,20.8444,85.1511,99.799324,Critical
Kutch,23.7337,69.8597,95.53477,Critical
Bengaluru Urban,12.9716,77.5946,7.3166175,Low
Agra,27.1767,78.0081,89.26382,Critical
Mysuru,12.2958,76.6394,7.640127,Low
Angul,20.8444,85.1511,93.065384,Critical
Lucknow,26.8467,80.9462,82.96982,Critical
Ballari,15.1394,76.9214,2.1519544,Low
Lucknow,26.8467,80.9462,4.9312067,Low
Sambalpur,21.4669,83.9812,3.2346923,Low
Vadodara,22.3072,73.1812,82.845024,Critical
Kutch,23.7337,69.8597,78.29613,High
Tumakuru,13.3409,77.101,6.087532,Low
Nagpur,21.1458,79.0882,95.28249,Critical
Sambalpur,21.4669,83.9812,98.23681,Critical
Belagavi,15.8497,74.4977,1.1666896,Low
Belagavi,15.8497,74.4977,72.87262,High
Surat,21.1702,72.8311,3.1097965,Low
Varanasi,25.3176,82.9739,0.61390924,Low
Khordha,20.1734,85.6745,2.428739,Low
Agra,27.1767,78.0081,8.750995,Low
Kanchipuram,12.8342,79.7036,29.530712,Low
Salem,11.6643,78.146,98.824745,Critical
Angul,20.8444,85.1511,94.34091,Critical
Nashik,19.9975,73.7898,9.622404,Low
Tiruvallur,13.1439,79.9089,37.853596,Low
Bharuch,21.7051,72.9959,1.1522641,Low
Nagpur,21.1458,79.0882,3.6415982,Low
Bengaluru Urban,12.9716,77.5946,85.353745,Critical
Salem,11.6643,78.146,0.67292017,Low
Ahmedabad,23.0225,72.5714,2.7741458,Low
Bengaluru Urban,12.9716,77.5946,99.3152,Critical
Pune,18.5204,73.8567,2.8569129,Low
Jajpur,20.85,86.333,3.0469205,Low
Mysuru,12.2958,76.6394,96.65387,Critical
Lucknow,26.8467,80.9462,91.28072,Critical
Angul,20.8444,85.1511,6.0881386,Low
Angul,20.8444,85.1511,0.93437135,Low
Pune,18.5204,73.8567,5.328755,Low
Nashik,19.9975,73.7898,1.2704232,Low
Surat,21.1702,72.8311,1.100272,Low
Ahmedabad,23.0225,72.5714,91.02485,Critical
Prayagraj,25.4358,81.8463,0.8045516,Low
Khordha,20.1734,85.6745,0.31512925,Low
Agra,27.1767,78.0081,4.5555773,Low
Prayagraj,25.4358,81.8463,95.86614,Critical
Pune,18.5204,73.8567,2.304355,Low
Agra,27.1767,78.0081,93.488846,Critical
Agra,27.1767,78.0081,94.304855,Critical
Belagavi,15.8497,74.4977,2.5056825,Low
Ahmedabad,23.0225,72.5714,24.746296,Low
Bharuch,21.7051,72.9959,57.991894,Medium
Angul,20.8444,85.1511,9.701018,Low
Bharuch,21.7051,72.9959,4.944126,Low
Coimbatore,11.0168,76.9558,2.8374157,Low
Jajpur,20.85,86.333,0.5494095,Low
Bengaluru Urban,12.9716,77.5946,1.6456246,Low
Ahmedabad,23.0225,72.5714,87.787125,Critical
Ballari,15.1394,76.9214,2.441372,Low
Ahmedabad,23.0225,72.5714,96.8447,Critical
Kutch,23.7337,69.8597,5.0547047,Low
Tumakuru,13.3409,77.101,97.853,Critical
Varanasi,25.3176,82.9739,98.37458,Critical
Lucknow,26.8467,80.9462,92.50583,Critical
Prayagraj,25.4358,81.8463,82.969406,Critical
Tiruvallur,13.1439,79.9089,20.774136,Low
Agra,27.1767,78.0081,20.80506,Low
Vadodara,22.3072,73.1812,91.318794,Critical
Nashik,19.9975,73.7898,2.5623324,Low
Ballari,15.1394,76.9214,1.2387744,Low
Nagpur,21.1458,79.0882,99.660576,Critical
Kanchipuram,12.8342,79.7036,2.4189444,Low
Aurangabad,19.8762,75.3433,2.3487563,Low
Sambalpur,21.4669,83.9812,2.0681229,Low
Gautam Buddha Nagar,28.5355,77.391,0.6040421,Low
Kanchipuram,12.8342,79.7036,19.225685,Low
Surat,21.1702,72.8311,6.7683125,Low
Varanasi,25.3176,82.9739,11.09056,Low
Varanasi,25.3176,82.9739,1.0203848,Low
Nashik,19.9975,73.7898,1.9398153,Low
Sambalpur,21.4669,83.9812,95.349464,Critical
Gautam Buddha Nagar,28.5355,77.391,50.196163,Medium
Ballari,15.1394,76.9214,50.48434,Medium
Ballari,15.1394,76.9214,5.223499,Low
Varanasi,25.3176,82.9739,28.168764,Low
Nagpur,21.1458,79.0882,99.7267,Critical
Aurangabad,19.8762,75.3433,0.768136,Low
Surat,21.1702,72.8311,99.20062,Critical
Tiruvallur,13.1439,79.9089,47.12364,Medium
Kanchipuram,12.8342,79.7036,92.43254,Critical
Madurai,9.9252,78.1198,92.696495,Critical
Khordha,20.1734,85.6745,1.6693523,Low
Nashik,19.9975,73.7898,12.988175,Low
Surat,21.1702,72.8311,87.138054,Critical
Tumakuru,13.3409,77.101,11.769446,Low
Tiruvallur,13.1439,79.9089,8.660385,Low
Tumakuru,13.3409,77.101,96.957,Critical
Bengaluru Urban,12.9716,77.5946,6.140114,Low
Prayagraj,25.4358,81.8463,6.8611546,Low
Sundargarh,22.1167,84.0333,2.4313838,Low
Bharuch,21.7051,72.9959,48.935764,Medium
Sundargarh,22.1167,84.0333,4.384481,Low
Lucknow,26.8467,80.9462,99.47401,Critical
Vadodara,22.3072,73.1812,92.126175,Critical
Kutch,23.7337,69.8597,1.6603857,Low
Thane,19.2183,72.9781,8.041176,Low
Sambalpur,21.4669,83.9812,4.099197,Low
Jajpur,20.85,86.333,0.9540573,Low
Aurangabad,19.8762,75.3433,4.5765777,Low
Tumakuru,13.3409,77.101,3.5351322,Low
Gautam Buddha Nagar,28.5355,77.391,17.212618,Low
Sambalpur,21.4669,83.9812,14.771368,Low
Nagpur,21.1458,79.0882,89.01674,Critical
Ahmedabad,23.0225,72.5714,0.77446055,Low
Madurai,9.9252,78.1198,93.76337,Critical
Nagpur,21.1458,79.0882,98.7081,Critical
Kanchipuram,12.8342,79.7036,1.051579,Low
Ballari,15.1394,76.9214,2.6276362,Low
Agra,27.1767,78.0081,66.33507,High
Coimbatore,11.0168,76.9558,92.020805,Critical
Mysuru,12.2958,76.6394,1.2373513,Low
Salem,11.6643,78.146,19.993011,Low
Kutch,23.7337,69.8597,94.33773,Critical
Kutch,23.7337,69.8597,89.65566,Critical
Surat,21.1702,72.8311,96.456024,Critical
Kutch,23.7337,69.8597,97.30521,Critical
Thane,19.2183,72.9781,3.2780106,Low
Kutch,23.7337,69.8597,23.895208,Low
Ahmedabad,23.0225,72.5714,15.882831,Low
Nashik,19.9975,73.7898,4.482653,Low
Vadodara,22.3072,73.1812,12.57337,Low
Tumakuru,13.3409,77.101,1.308611,Low
Mysuru,12.2958,76.6394,4.057203,Low
Jajpur,20.85,86.333,6.103709,Low
Tumakuru,13.3409,77.101,99.28531,Critical
Agra,27.1767,78.0081,19.153807,Low
Varanasi,25.3176,82.9739,32.66942,Low
Agra,27.1767,78.0081,18.963478,Low
Pune,18.5204,73.8567,15.215233,Low
Bengaluru Urban,12.9716,77.5946,4.9270077,Low
Varanasi,25.3176,82.9739,13.975546,Low
Jajpur,20.85,86.333,3.7054605,Low
Pune,18.5204,73.8567,20.010103,Low
Sambalpur,21.4669,83.9812,74.67249,High
Mysuru,12.2958,76.6394,95.04185,Critical
Surat,21.1702,72.8311,98.971245,Critical
Jajpur,20.85,86.333,94.768394,Critical
Vadodara,22.3072,73.1812,11.116456,Low
Thane,19.2183,72.9781,7.2686977,Low
Khordha,20.1734,85.6745,95.73035,Critical
Angul,20.8444,85.1511,0.86671764,Low
Coimbatore,11.0168,76.9558,99.25255,Critical
Pune,18.5204,73.8567,86.75419,Critical
Nagpur,21.1458,79.0882,96.605995,Critical
Varanasi,25.3176,82.9739,2.0765147,Low
Tumakuru,13.3409,77.101,26.37965,Low
Angul,20.8444,85.1511,15.720309,Low
Sundargarh,22.1167,84.0333,20.271807,Low
Thane,19.2183,72.9781,0.7579547,Low
Thane,19.2183,72.9781,16.507467,Low
Tumakuru,13.3409,77.101,90.86687,Critical
Nashik,19.9975,73.7898,96.12137,Critical
Surat,21.1702,72.8311,2.9533637,Low
Kutch,23.7337,69.8597,2.9496098,Low
Coimbatore,11.0168,76.9558,1.1829324,Low
Ahmedabad,23.0225,72.5714,7.051072,Low
Vadodara,22.3072,73.1812,3.3710706,Low
Tumakuru,13.3409,77.101,20.540344,Low
Sambalpur,21.4669,83.9812,4.5884237,Low
Ahmedabad,23.0225,72.5714,3.1502318,Low
Tiruvallur,13.1439,79.9089,4.8041043,Low
Nagpur,21.1458,79.0882,10.223066,Low
Bharuch,21.7051,72.9959,4.9851303,Low
Kanchipuram,12.8342,79.7036,98.53294,Critical
Ballari,15.1394,76.9214,2.013541,Low
Pune,18.5204,73.8567,95.44963,Critical
Madurai,9.9252,78.1198,17.922657,Low
Bharuch,21.7051,72.9959,3.33836,Low
Jajpur,20.85,86.333,95.821884,Critical
Pune,18.5204,73.8567,95.618484,Critical
Pune,18.5204,73.8567,94.41235,Critical
Angul,20.8444,85.1511,98.406906,Critical
Aurangabad,19.8762,75.3433,43.072372,Low
Vadodara,22.3072,73.1812,2.5249367,Low
Nagpur,21.1458,79.0882,9.080629,Low
Surat,21.1702,72.8311,7.2051244,Low
Khordha,20.1734,85.6745,2.9550042,Low
Agra,27.1767,78.0081,94.79318,Critical
Sundargarh,22.1167,84.0333,97.069534,Critical
Surat,21.1702,72.8311,33.872322,Low
Tumakuru,13.3409,77.101,1.3884571,Low
Angul,20.8444,85.1511,94.772385,Critical
Belagavi,15.8497,74.4977,2.1006293,Low
Bengaluru Urban,12.9716,77.5946,7.3377914,Low
Vadodara,22.3072,73.1812,94.290634,Critical
Surat,21.1702,72.8311,15.847932,Low
Agra,27.1767,78.0081,94.45657,Critical
Salem,11.6643,78.146,98.53722,Critical
Nagpur,21.1458,79.0882,40.087776,Low
Sambalpur,21.4669,83.9812,86.32231,Critical
Vadodara,22.3072,73.1812,7.795687,Low
Sambalpur,21.4669,83.9812,0.7289326,Low
Salem,11.6643,78.146,89.333496,Critical
Salem,11.6643,78.146,94.02859,Critical
Ballari,15.1394,76.9214,77.43834,High
Pune,18.5204,73.8567,97.016846,Critical
Varanasi,25.3176,82.9739,48.075516,Medium
Khordha,20.1734,85.6745,94.348236,Critical
Pune,18.5204,73.8567,3.2106216,Low
Varanasi,25.3176,82.9739,20.120857,Low
Jajpur,20.85,86.333,92.002525,Critical
Pune,18.5204,73.8567,3.9895997,Low
Ahmedabad,23.0225,72.5714,7.1384377,Low
Khordha,20.1734,85.6745,88.61771,Critical
Nashik,19.9975,73.7898,6.690751,Low
Salem,11.6643,78.146,0.63645023,Low
Prayagraj,25.4358,81.8463,74.314415,High
Aurangabad,19.8762,75.3433,99.015816,Critical
Bharuch,21.7051,72.9959,15.726498,Low
Khordha,20.1734,85.6745,94.45056,Critical
Sambalpur,21.4669,83.9812,91.56885,Critical
Jajpur,20.85,86.333,96.41585,Critical
Surat,21.1702,72.8311,49.760235,Medium
Prayagraj,25.4358,81.8463,91.01191,Critical
Sundargarh,22.1167,84.0333,2.55456,Low
Gautam Buddha Nagar,28.5355,77.391,98.0957,Critical
Aurangabad,19.8762,75.3433,4.7727313,Low
Tiruvallur,13.1439,79.9089,1.0742472,Low
Salem,11.6643,78.146,98.89649,Critical
Prayagraj,25.4358,81.8463,2.5005913,Low
Prayagraj,25.4358,81.8463,3.1003315,Low
Madurai,9.9252,78.1198,17.35999,Low
Sambalpur,21.4669,83.9812,14.996016,Low
Mysuru,12.2958,76.6394,1.7021997,Low
Mysuru,12.2958,76.6394,80.66271,Critical
Vadodara,22.3072,73.1812,10.766263,Low
Tiruvallur,13.1439,79.9089,3.7305052,Low
Tiruvallur,13.1439,79.9089,2.486705,Low
Ahmedabad,23.0225,72.5714,1.2870702,Low
Bengaluru Urban,12.9716,77.5946,3.2978404,Low
Nagpur,21.1458,79.0882,96.66719,Critical
Angul,20.8444,85.1511,99.01187,Critical
Khordha,20.1734,85.6745,0.7963705,Low
Thane,19.2183,72.9781,10.742607,Low
Thane,19.2183,72.9781,24.189274,Low
Ballari,15.1394,76.9214,99.595085,Critical
Vadodara,22.3072,73.1812,80.91675,Critical
Aurangabad,19.8762,75.3433,1.1297396,Low
Surat,21.1702,72.8311,16.78862,Low
Varanasi,25.3176,82.9739,82.45488,Critical
Sundargarh,22.1167,84.0333,80.58827,Critical
Ballari,15.1394,76.9214,84.27251,Critical
Sambalpur,21.4669,83.9812,4.1798387,Low
Belagavi,15.8497,74.4977,3.5898168,Low
Prayagraj,25.4358,81.8463,5.7572317,Low
Jajpur,20.85,86.333,0.8955979,Low
Agra,27.1767,78.0081,1.6888909,Low
Ballari,15.1394,76.9214,96.81028,Critical
Aurangabad,19.8762,75.3433,54.051407,Medium
Khordha,20.1734,85.6745,99.020874,Critical
Gautam Buddha Nagar,28.5355,77.391,4.2292433,Low
Salem,11.6643,78.146,98.866974,Critical
Angul,20.8444,85.1511,2.962015,Low
Angul,20.8444,85.1511,3.019057,Low
Sundargarh,22.1167,84.0333,10.205011,Low
Bharuch,21.7051,72.9959,92.99176,Critical
Varanasi,25.3176,82.9739,96.33638,Critical
Prayagraj,25.4358,81.8463,3.6473818,Low
Khordha,20.1734,85.6745,0.92079693,Low
Aurangabad,19.8762,75.3433,1.4791806,Low
Sambalpur,21.4669,83.9812,95.01894,Critical
Ahmedabad,23.0225,72.5714,87.34244,Critical
Ballari,15.1394,76.9214,1.6469581,Low
Vadodara,22.3072,73.1812,4.298417,Low
Pune,18.5204,73.8567,1.1188017,Low
Sambalpur,21.4669,83.9812,1.9673126,Low
Lucknow,26.8467,80.9462,3.8705463,Low
Salem,11.6643,78.146,2.873546,Low
Jajpur,20.85,86.333,4.344897,Low
Thane,19.2183,72.9781,1.7560399,Low
Varanasi,25.3176,82.9739,3.3983867,Low
Ahmedabad,23.0225,72.5714,98.461,Critical
Bengaluru Urban,12.9716,77.5946,7.085532,Low
Bengaluru Urban,12.9716,77.5946,94.88121,Critical
Sambalpur,21.4669,83.9812,28.658005,Low
Kutch,23.7337,69.8597,14.54879,Low
Coimbatore,11.0168,76.9558,11.196917,Low
Salem,11.6643,78.146,18.916216,Low
Aurangabad,19.8762,75.3433,26.306925,Low
Tumakuru,13.3409,77.101,97.54774,Critical
Vadodara,22.3072,73.1812,1.8311788,Low
Sambalpur,21.4669,83.9812,9.474698,Low
Prayagraj,25.4358,81.8463,25.312603,Low
Sundargarh,22.1167,84.0333,0.70891345,Low
Jajpur,20.85,86.333,2.3382282,Low
Ahmedabad,23.0225,72.5714,88.79433,Critical
Ballari,15.1394,76.9214,7.84377,Low
Kutch,23.7337,69.8597,96.5799,Critical
Lucknow,26.8467,80.9462,0.4758137,Low
Bharuch,21.7051,72.9959,70.4784,High
Aurangabad,19.8762,75.3433,1.6966969,Low
Jajpur,20.85,86.333,14.796601,Low
Bengaluru Urban,12.9716,77.5946,97.049675,Critical
Salem,11.6643,78.146,89.120255,Critical
Varanasi,25.3176,82.9739,97.90077,Critical
Kanchipuram,12.8342,79.7036,23.52303,Low
Jajpur,20.85,86.333,99.04951,Critical
Bharuch,21.7051,72.9959,97.29212,Critical
Kanchipuram,12.8342,79.7036,4.1135545,Low
Nashik,19.9975,73.7898,8.335318,Low
Surat,21.1702,72.8311,54.467113,Medium
Sundargarh,22.1167,84.0333,1.3514649,Low
Tiruvallur,13.1439,79.9089,4.3879523,Low
Agra,27.1767,78.0081,11.831939,Low
Coimbatore,11.0168,76.9558,23.425594,Low
Tiruvallur,13.1439,79.9089,1.8542968,Low
Tumakuru,13.3409,77.101,86.39958,Critical
Surat,21.1702,72.8311,87.544876,Critical
Salem,11.6643,78.146,8.857672,Low
Sundargarh,22.1167,84.0333,59.238552,Medium
Lucknow,26.8467,80.9462,13.608061,Low
Tiruchirappalli,10.7905,78.7047,22.206392,Low
Dharwad,15.4589,75.0078,68.41816,High
Bengaluru Urban,12.9716,77.5946,26.526188,Low
Meerut,28.9845,77.7064,75.65868,High
Ahmedabad,23.0225,72.5714,15.132427,Low
Thane,19.2183,72.9781,12.970966,Low
Madurai,9.9252,78.1198,96.46278,Critical
Sundargarh,22.1167,84.0333,14.400014,Low
Belagavi,15.8497,74.4977,61.143948,Medium
Gandhinagar,23.2156,72.6369,32.748142,Low
